Building,Complete Target,Completion Status,Country,County,Description,Months,Operational Unit,Post,Raised Date,Region,Short Description,WO Complete,WO Number,WO Status,Work Type,2022,2023,Amount or Number,p.Choose Year
New Cut House,6/9/2022 5:56,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Aug,Probation,CR3,23/08/2022 05:56:00,South,Residential Assistant,6/9/2022 7:41,GEMF:10652,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Tomb of the Eagles,6/9/2022 11:32,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Aug,DLUHC,CR3,23/08/2022 11:32:00,South,Residential Assistant,24/08/2022 10:40:15,GEMF:10653,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Taj Mahal,6/9/2022 13:46,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Aug,Border Force,BN1,23/08/2022 13:46:00,South,Clinical Waste,31/08/2022 13:15:00,GEMF:1124,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,6/9/2022 14:10,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Aug,DoE,EX22,23/08/2022 14:10:00,West,Residential Assistant,6/9/2022 9:17,GEMF:10654,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Holiday Inn,7/9/2022 9:43,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Aug,Probation,BR6,24/08/2022 09:43:00,East,Residential Assistant,6/9/2022 9:05,GEMF:10656,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Holiday Inn,7/9/2022 9:43,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Aug,Probation,BR6,24/08/2022 09:43:00,East,Residential Assistant,6/9/2022 9:06,GEMF:10657,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,7/9/2022 21:17,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Aug,DoE,EX22,24/08/2022 21:17:00,West,Clinical Waste,7/9/2022 8:48,GEMF:10658,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,8/9/2022 3:19,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Aug,Probation,CA1,25/08/2022 03:19:00,West,Clinical Waste,25/08/2022 10:30:22,GEMF:10659,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,8/9/2022 6:59,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Aug,Probation,PO30,25/08/2022 06:59:00,South,Residential Assistant,8/9/2022 8:08,GEMF:10660,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Holiday Inn,8/9/2022 11:18,Opened,United Kingdom,Kent,Work is in progress,22-Aug,Probation,BR6,25/08/2022 11:18:00,East,Residential Assistant,,GEMF:10661,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Massive Heights,9/9/2022 11:31,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Aug,Probation,CW3,26/08/2022 11:31:00,West,Clinical Waste,8/9/2022 8:09,GEMF:10663,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,9/9/2022 16:48,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Aug,Probation,BA3,26/08/2022 16:48:00,West,Residential Assistant,8/9/2022 8:09,GEMF:10664,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,9/9/2022 18:15,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Aug,Probation,BD23,26/08/2022 18:15:00,West,Lock up/open up,8/9/2022 8:47,GEMF:10665,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,9/9/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Aug,Probation,CW3,27/08/2022 16:11:00,West,Residential Assistant,8/9/2022 8:10,GEMF:10667,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,9/9/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Aug,Probation,CW3,27/08/2022 17:05:00,West,Residential Assistant,8/9/2022 8:11,GEMF:10668,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Temple of Cyrene,9/9/2022 23:59,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Aug,Probation,BN1,28/08/2022 10:14:00,South,Residential Assistant,28/08/2022 21:27:15,GEMF:10670,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,9/9/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Aug,Probation,CW3,28/08/2022 17:45:00,West,Residential Assistant,8/9/2022 8:11,GEMF:10671,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,12/9/2022 9:43,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Aug,Probation,CR3,29/08/2022 09:43:00,South,Residential Assistant,9/9/2022 9:42,GEMF:10672,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,12/9/2022 9:45,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Aug,Probation,CR3,29/08/2022 09:45:00,South,Clinical Waste,9/9/2022 9:41,GEMF:10673,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,12/9/2022 12:10,Opened,United Kingdom,Surrey,Assigned to supplier,22-Aug,Probation,CR3,29/08/2022 12:10:00,South,Residential Assistant,,GEMF:10674,ASSIGNED,SERVICE FAILURE,451,480.315,451,451
Hattusa,12/9/2022 13:05,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Aug,Probation,CW3,29/08/2022 13:05:00,West,Residential Assistant,9/9/2022 8:35,GEMF:10675,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Holiday Inn,13/09/2022 14:27:00,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Aug,Probation,BR6,30/08/2022 14:27:00,East,Residential Assistant,13/09/2022 08:12:42,GEMF:10677,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Tumulus of Bougon,14/09/2022 10:13:00,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Aug,Probation,CH25,31/08/2022 10:13:00,West,Residential Assistant,13/09/2022 08:13:28,GEMF:10678,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Pyramid of Teti,14/09/2022 10:39:00,Closed,United Kingdom,Belfast,Work is completed on site,22-Aug,Home Office,DH1,31/08/2022 10:39:00,North,Residential Assistant,31/08/2022 14:50:55,GEMF:1126,WRKSITECOM,SERVICE FAILURE,451,480.315,451,451
Burj Khalifa,14/09/2022 10:58:00,Closed,United Kingdom,Inverness,Work order completed with documents/costs,22-Aug,MoJ,LU1,31/08/2022 10:58:00,North,Residential Assistant,13/09/2022 08:14:14,GEMF:10679,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,14/09/2022 13:07:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Aug,Home Office,CB1,31/08/2022 13:07:00,East,Residential Assistant,13/09/2022 08:19:00,GEMF:1127,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Prime House,15/09/2022 01:33:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Sep,Probation,CB1,1/9/2022 1:33,East,Residential Assistant,14/09/2022 09:58:24,GEMF:10680,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,16/09/2022 10:29:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,2/9/2022 10:29,South,Residential Assistant,2/9/2022 11:01,GEMF:10684,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,16/09/2022 13:51:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Sep,DoE,EX22,2/9/2022 13:51,West,Residential Assistant,15/09/2022 10:22:12,GEMF:10685,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,16/09/2022 23:59:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,3/9/2022 10:13,South,Residential Assistant,5/9/2022 8:38,GEMF:10686,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,16/09/2022 23:59:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,3/9/2022 22:57,South,Residential Assistant,15/09/2022 08:17:18,GEMF:10687,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,19/09/2022 02:36:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,5/9/2022 2:36,South,Residential Assistant,5/9/2022 9:55,GEMF:10689,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Capetown Heights,19/09/2022 09:19:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Sep,Prosecution,CV23,5/9/2022 9:19,East,Residential Assistant,16/09/2022 08:17:28,GEMF:10690,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,20/09/2022 10:10:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Sep,Home Office,GL1,5/9/2022 10:10,West,Lock up/open up,16/09/2022 08:04:15,GEMF:1128,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,20/09/2022 10:37:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,5/9/2022 10:37,South,Residential Assistant,16/09/2022 08:00:36,GEMF:10691,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,20/09/2022 10:43:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,5/9/2022 10:43,West,Residential Assistant,16/09/2022 08:01:13,GEMF:10692,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,20/09/2022 12:50:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,5/9/2022 12:50,West,Residential Assistant,16/09/2022 08:23:26,GEMF:10694,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,19/09/2022 23:59:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,6/9/2022 0:00,West,Residential Assistant,13/09/2022 09:49:42,GEMF:10695,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,20/09/2022 02:48:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,6/9/2022 2:48,West,Residential Assistant,6/9/2022 9:15,GEMF:10696,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Labbacallee,20/09/2022 09:52:00,Closed,United Kingdom,Hertfordshire,Work order completed with documents/costs,22-Sep,Probation,AL1,6/9/2022 9:52,East,Residential Assistant,6/9/2022 15:01,GEMF:10697,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,21/09/2022 10:40:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,6/9/2022 10:40,South,Residential Assistant,20/09/2022 07:31:33,GEMF:10698,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,21/09/2022 11:21:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,6/9/2022 11:21,South,Residential Assistant,20/09/2022 07:32:10,GEMF:10699,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,21/09/2022 12:33:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,6/9/2022 12:33,West,Residential Assistant,20/09/2022 07:33:54,GEMF:10700,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,20/09/2022 20:25:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,6/9/2022 20:25,West,Residential Assistant,7/9/2022 8:27,GEMF:10701,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,22/09/2022 05:22:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,7/9/2022 5:22,South,Residential Assistant,20/09/2022 07:34:15,GEMF:10702,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,22/09/2022 11:50:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,7/9/2022 11:50,West,Clinical Waste,20/09/2022 07:34:41,GEMF:10704,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,22/09/2022 17:42:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,7/9/2022 17:42,West,General Waste,20/09/2022 07:35:06,GEMF:10705,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,23/09/2022 04:45:00,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Sep,Probation,BD23,8/9/2022 4:45,West,Lock up/open up,22/09/2022 07:56:01,GEMF:10706,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Pyramid of Teti,22/09/2022 09:09:00,Closed,United Kingdom,Belfast,Work order completed with documents/costs,22-Sep,Home Office,DH1,8/9/2022 9:09,North,Residential Assistant,16/09/2022 16:32:07,GEMF:1130,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,23/09/2022 12:05:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,8/9/2022 12:05,South,Residential Assistant,21/09/2022 07:52:29,GEMF:10707,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,23/09/2022 12:14:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,8/9/2022 12:14,West,General Waste,21/09/2022 07:53:11,GEMF:10708,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Karnak,22/09/2022 15:15:00,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Sep,Probation,BR6,8/9/2022 15:15,East,Housekeeping,21/09/2022 10:44:31,GEMF:10709,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,23/09/2022 09:22:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,9/9/2022 9:22,West,Residential Assistant,22/09/2022 08:12:28,GEMF:10710,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,23/09/2022 09:42:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Sep,Home Office,CB1,9/9/2022 9:42,East,Residential Assistant,16/09/2022 10:39:58,GEMF:1131,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,23/09/2022 10:28:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,9/9/2022 10:28,South,Residential Assistant,9/9/2022 11:59,GEMF:10711,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Mohenjo Daro,23/09/2022 12:52:00,Closed,United Kingdom,Herefordshire,Work order completed with documents/costs,22-Sep,Border Force,B47,9/9/2022 12:52,West,General Waste,21/09/2022 16:45:10,GEMF:1132,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Animal Sanctuary,26/09/2022 16:59:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Sep,Border Force,CA1,9/9/2022 16:59,West,Clinical Waste,21/09/2022 10:00:41,GEMF:1133,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,26/09/2022 23:59:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,10/9/2022 4:17,South,Clinical Waste,22/09/2022 07:57:09,GEMF:10713,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,23/09/2022 23:59:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,10/9/2022 11:37,West,Residential Assistant,12/9/2022 9:52,GEMF:10714,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,26/09/2022 23:59:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Sep,Probation,BN1,11/9/2022 14:06,South,Residential Assistant,22/09/2022 07:57:51,GEMF:10715,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bent Pyramid,23/09/2022 23:59:00,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Sep,DLUHC,BD23,11/9/2022 19:32,West,Residential Assistant,13/09/2022 16:06:22,GEMF:10716,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,26/09/2022 04:54:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,12/9/2022 4:54,West,Clinical Waste,13/09/2022 15:55:14,GEMF:10718,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,26/09/2022 04:54:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,12/9/2022 4:54,West,Residential Assistant,23/09/2022 10:24:10,GEMF:10717,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Oxford Street Palace,27/09/2022 11:21:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Sep,Probation,BR1,12/9/2022 11:21,Central,Residential Assistant,26/09/2022 08:19:17,GEMF:10719,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Broch of Mousa,26/09/2022 12:35:00,Opened,United Kingdom,Derbyshire,Work is in progress,22-Sep,Probation,DE4,12/9/2022 12:35,West,Clinical Waste,,GEMF:10720,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
New Cut House,26/09/2022 13:02:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,12/9/2022 13:02,South,Residential Assistant,23/09/2022 10:29:52,GEMF:10721,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,26/09/2022 17:37:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,12/9/2022 17:37,West,Residential Assistant,13/09/2022 11:43:57,GEMF:10722,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Temple of Cyrene,26/09/2022 20:37:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Sep,Probation,BN1,12/9/2022 20:37,South,Residential Assistant,13/09/2022 08:37:47,GEMF:10723,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Lane,26/09/2022 20:39:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Sep,Probation,BR1,12/9/2022 20:39,Central,Residential Assistant,13/09/2022 09:41:10,GEMF:10724,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,27/09/2022 13:01:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,13/09/2022 13:01:00,West,Residential Assistant,13/09/2022 14:37:08,GEMF:10725,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,28/09/2022 13:02:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,13/09/2022 13:02:00,West,Residential Assistant,26/09/2022 08:26:21,GEMF:10726,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,29/09/2022 09:58:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,14/09/2022 09:58:00,West,Clinical Waste,28/09/2022 08:20:03,GEMF:10727,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,29/09/2022 10:28:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,14/09/2022 10:28:42,South,Residential Assistant,28/09/2022 08:20:38,GEMF:10728,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Green Place,29/09/2022 10:58:00,Closed,United Kingdom,Greater Manchester,Work order completed with documents/costs,22-Sep,Probation,BL0,14/09/2022 10:58:00,West,Residential Assistant,14/09/2022 15:33:47,GEMF:10729,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,29/09/2022 14:00:00,Opened,United Kingdom,Cornwall,Work is in progress,22-Sep,DoE,EX22,14/09/2022 14:00:00,West,Clinical Waste,,GEMF:10730,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
The Shard,29/09/2022 18:09:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Sep,DoE,EX22,14/09/2022 18:09:00,West,Residential Assistant,15/09/2022 10:23:17,GEMF:10731,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Tomb of the Eagles,30/09/2022 10:19:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,DLUHC,CR3,15/09/2022 10:19:00,South,Residential Assistant,15/09/2022 14:36:52,GEMF:10732,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,30/09/2022 11:26:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Sep,Home Office,CB1,15/09/2022 11:26:00,East,Residential Assistant,29/09/2022 09:25:25,GEMF:1134,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,3/10/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,19/09/2022 16:08:00,West,Residential Assistant,30/09/2022 13:37:31,GEMF:10737,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,3/10/2022 23:59,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,19/09/2022 16:09:00,West,Residential Assistant,30/09/2022 13:38:58,GEMF:10738,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,3/10/2022 23:59,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,19/09/2022 20:14:00,South,Residential Assistant,30/09/2022 09:55:14,GEMF:10739,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,3/10/2022 23:59,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,19/09/2022 22:45:00,South,Residential Assistant,20/09/2022 13:43:52,GEMF:10741,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,4/10/2022 2:33,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Sep,Probation,CW3,20/09/2022 02:33:00,West,Clinical Waste,3/10/2022 7:45,GEMF:10742,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,4/10/2022 10:19,Closed,United Kingdom,Gloucestershire,Work is completed on site,22-Sep,Home Office,GL1,20/09/2022 10:19:00,West,Clinical Waste,20/09/2022 14:51:44,GEMF:1135,WRKSITECOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,4/10/2022 10:35,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Sep,Probation,CA1,20/09/2022 10:35:00,West,General Waste,3/10/2022 7:46,GEMF:10743,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,4/10/2022 13:30,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,20/09/2022 13:30:00,South,Residential Assistant,30/09/2022 08:45:03,GEMF:10744,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,4/10/2022 20:56,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,20/09/2022 20:56:00,South,Residential Assistant,30/09/2022 08:45:35,GEMF:10745,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Temple of Cyrene,6/10/2022 7:58,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Sep,Probation,BN1,22/09/2022 07:58:00,South,Lock up/open up,22/09/2022 13:50:44,GEMR:54772,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Green Place,6/10/2022 10:19,Closed,United Kingdom,Greater Manchester,Work order completed with documents/costs,22-Sep,Probation,BL0,22/09/2022 10:19:00,West,Residential Assistant,22/09/2022 13:22:29,GEMF:10746,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Listoghil,6/10/2022 13:13,Closed,United Kingdom,Lancashire,Work order completed with documents/costs,22-Sep,Probation,BB1,22/09/2022 13:13:00,West,Residential Assistant,23/09/2022 13:18:34,GEMF:10747,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,7/10/2022 23:59,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,24/09/2022 05:51:00,West,Clinical Waste,26/09/2022 09:29:13,GEMF:10751,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,7/10/2022 23:59,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,24/09/2022 11:06:00,West,Residential Assistant,6/10/2022 8:09,GEMF:10752,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,7/10/2022 23:59,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,25/09/2022 10:14:00,West,Residential Assistant,6/10/2022 8:10,GEMF:10753,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,10/10/2022 13:19,Opened,United Kingdom,Somerset,Delay rejected,22-Sep,Probation,BA3,26/09/2022 13:19:00,West,General Waste,,GEMF:10755,DELAYNAPP,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,11/10/2022 12:22,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Sep,Home Office,GL1,27/09/2022 12:22:00,West,Lock up/open up,28/09/2022 09:07:58,GEMF:1136,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Burj Khalifa,11/10/2022 18:29,Closed,United Kingdom,Inverness,Work order completed with documents/costs,22-Sep,MoJ,LU1,27/09/2022 18:29:00,North,Residential Assistant,28/09/2022 11:02:36,GEMF:10756,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Tarxien Temples,11/10/2022 20:20,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Sep,Probation,CH25,27/09/2022 20:20:00,West,Residential Assistant,28/09/2022 10:58:09,GEMF:10757,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,12/10/2022 10:23,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Sep,Probation,BA3,28/09/2022 10:23:00,West,Residential Assistant,28/09/2022 11:03:51,GEMF:10758,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,12/10/2022 11:34,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,28/09/2022 11:34:00,South,General Waste,11/10/2022 10:28,GEMF:10759,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Tarxien Temples,12/10/2022 11:54,Closed,United Kingdom,Merseyside,Work is completed on site,22-Sep,Probation,CH25,28/09/2022 11:54:00,West,Residential Assistant,28/09/2022 13:16:46,GEMF:10760,WRKSITECOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,12/10/2022 13:55,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Sep,Probation,BD23,28/09/2022 13:55:00,West,Residential Assistant,3/10/2022 14:14,GEMF:10761,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rome Heights,12/10/2022 14:29,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Sep,Probation,GL1,28/09/2022 14:29:00,West,Residential Assistant,3/10/2022 15:23,GEMF:10762,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,13/10/2022 04:49:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,29/09/2022 04:49:00,South,Residential Assistant,12/10/2022 10:44,GEMF:10763,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Dolmen de Viera,13/10/2022 07:39:00,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Sep,DLUHC,GL7,29/09/2022 07:39:00,East,Residential Assistant,29/09/2022 10:36:21,GEMF:10764,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,13/10/2022 13:02:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,29/09/2022 13:02:00,South,Residential Assistant,12/10/2022 10:44,GEMF:10768,WRKCOM,SERVICE FAILURE,451,480.315,451,451
